slides/batch-001/ppt/WC_Update-Aug03.ppt	11	0.88	0	match
slides/batch-001/ppt/policy-pesentation.ppt	16	0.12	0	match
slides/batch-001/ppt/wells08_basic.ppt	27	5.56	2	match
slides/batch-001/pptx/111006 COMSTAC STOWG Aero spaceports IFG.pptx	8	1.40	1	match
slides/batch-001/pptx/BMFE-06-03 (Gerflor) Smoke Density and Toxicity.pptx	6	3.68	1	match
slides/batch-001/pptx/Definitions commodity chains.pptx	4	0.41	0	match
slides/batch-001/pptx/Statement of Work presentation.pptx	10	1.59	0	match
slides/batch-001/pptx/Trust Fund Excise Taxes Structure.pptx	1	0.09	0	match
slides/batch-001/pptx/fishbone-diagram-template-ppt-1.pptx	1	0.01	0	match
slides/batch-002/ppt/080214-Intl-pol-frameworks-and-their-implications-for-Africa-ISS-workshop.ppt	18	2.16	0	match
slides/batch-002/ppt/gfopportunitiesforlinkagespres_2010_en.ppt	27	7.21	2	match
slides/batch-002/ppt/ws_prod-g-doc-Events-2007-Approval-of-Flight-Conditions-RM-NAA-16032007.ppt	14	1.48	0	match
slides/batch-002/ppt/ws_prod-g-doc-Events-2007-may-presentation-PtF-background-+-principles.ppt	20	2.25	0	match
slides/batch-002/ppt/ws_prod-g-doc-Events-2007-november-IACA-presentation-at-EASA-Fuel-Tank-Safety-Training-Seminar.ppt	10	0.32	0	match
slides/batch-002/ppt/ws_prod-g-doc-Events-Part-M-presentation.ppt	30	3.01	2	match
slides/batch-002/pptx/Curriculum-Schematic-E22-11052025.pptx	12	0.35	0	match
slides/batch-002/pptx/diapo_6_fees_vous_etes_poctdoct_exterieur_a_luniv_v2_0_1.pptx	1	0.76	0	match
slides/batch-002/pptx/iaeg_work_group_leader_updates.pptx	1	0.32	0	match
slides/batch-002/pptx/medicines_bulletin_february_2023_final.pptx	1	0.19	0	match
slides/batch-003/ppt/010605Vul.ppt	21	5.03	2	match
slides/batch-003/ppt/Inducement-to-Insurance-Business.ppt	22	2.19	0	match
slides/batch-003/ppt/outlook_of_nigerian_pension_sector.ppt	12	0.93	0	match
slides/batch-003/ppt/ws_prod-g-doc-Events-2007-Privileges.ppt	15	2.26	3	match
slides/batch-003/ppt/ws_prod-g-doc-Events-2007-september-MDM.032-(ENGLISH)-CZ.ppt	38	3.56	0	match
slides/batch-003/pptx/02_REDAC_New ATM briefing _March 2017v2.pptx	6	1.67	0	match
slides/batch-003/pptx/97936.pptx	15	3.30	1	match
slides/batch-003/pptx/NCW-2024-Guide-.pptx	1	0.35	0	match
slides/batch-003/pptx/dhs-293364.pptx	39	8.02	2	match
slides/batch-003/pptx/ev122_jj-liew-tort-of-bribery-webinar.pptx	24	5.43	1	match
slides/batch-004/ppt/undp_presentation_revised_17_may.ppt	22	15.95	7	match
slides/batch-004/ppt/ws_prod-g-doc-Events-2007-september-M.017-(French)-France.ppt	55	17.49	2	match
slides/batch-004/ppt/ws_prod-g-doc-Events-industrymeeting18112004-European-Safety-Strategy-Initiative.ppt	10	16.38	4	match
slides/batch-004/pptx/DOE Interactive Exercise Presentation draft rev 2.pptx	10	3.11	2	match
slides/batch-004/pptx/Item 6b - UNSD - Dissemination through APIs.pptx	10	0.09	0	match
slides/batch-004/pptx/Liturgical-Commission-2025-Convention-Presentation.pptx	9	0.07	0	match
slides/batch-004/pptx/Session 21- The option to expand & abandon.pptx	12	0.88	0	match
slides/batch-004/pptx/ghgp-supply-chain-initiative_20100323_wri.pptx	52	25.03	10	match
slides/batch-004/pptx/redac-fullComm-201705-EE-FRs-briefing.pptx	8	2.70	1	match
slides/batch-004/pptx/solog_orientation_august_2019.pptx	15	2.56	1	match
slides/batch-005/ppt/0335fab9-79f0-4944-b92c-f223837ca2d8.ppt	12	2.90	2	match
slides/batch-005/ppt/berlin.ppt	29	8.56	1	match
slides/batch-005/ppt/ws_prod-g-doc-Events-industrymeeting18112004-Aercap.ppt	12	1.23	1	match
slides/batch-005/pptx/5b_upasana_dasgupta_-_liability_and_registration.pptx	15	1.17	0	match
slides/batch-005/pptx/ANG C-1 ATC-TO Core Program - HF REDAC briefing September 7 2016.pptx	19	2.36	0	match
slides/batch-005/pptx/NAS-Infrastructure-Roadmaps-Weather.pptx	11	13.16	5	match
slides/batch-005/pptx/attendance-updates-for-governors.pptx	30	2.29	0	match
slides/batch-005/pptx/c_291533.pptx	19	1.67	0	match
slides/batch-005/pptx/manufacturing_process_simulation_working_group_overview_2023.pptx	7	1.92	0	match
slides/batch-006/ppt/ITE106-Chapter 4.ppt	47	26.62	12	match
