words/batch-002/doc/prison-population-bulletin-june.doc	match	4/4	18.26	18.26	-0.00	708.10	708.09	+0.01	+0.01
words/batch-002/docx/Interview-mit-Manfred1-Müller.docx	match	2/2	70.83	70.88	-0.05	771.36	755.95	+15.41	+15.46
words/batch-002/docx/easa-form-1.docx	match	5/5	48.08	48.45	-0.38	570.95	570.89	+0.06	+0.43
words/batch-002/docx/FAA-High-Level-Org-Chart.docx	match	3/3	71.98	72.03	-0.05	712.06	715.08	-3.02	-2.98
words/batch-002/docx/s33song-beverlyactproductionofdocuments.docx	match	2/2	71.98	72.03	-0.05	718.41	718.45	-0.04	+0.01
words/batch-002/docx/lk03_17.docx	match	2/2	71.16	71.16	-0.00	747.71	747.70	+0.01	+0.01
words/batch-003/doc/10795.doc	match	4/4	18.84	18.84	-0.00	815.82	816.56	-0.74	-0.74
words/batch-003/doc/DEP2008-1900.doc	match	4/4	36.35	36.35	-0.00	819.81	819.45	+0.36	+0.36
words/batch-003/doc/96-3-clement-data.doc	match	7/7	36.35	36.35	-0.00	778.89	778.88	+0.01	+0.01
words/batch-003/doc/II.1.2_Hypoxia.doc	match	13/13	72.51	72.51	+0.00	706.79	706.79	+0.00	+0.00
words/batch-003/doc/Temp16.doc	match	2/2	36.44	36.44	+0.00	755.89	755.88	+0.01	+0.01
words/batch-003/docx/191216_Lesefassung_Nachtflugregelung.docx	match	3/3	35.89	35.89	-0.00	778.16	783.05	-4.89	-4.89
words/batch-003/docx/2015-April-SWIM_Users_Forum-Q&A.docx	match	5/5	72.51	72.63	-0.12	718.09	718.54	-0.45	-0.33
words/batch-003/docx/Technical_Issue_Report_Form.docx	match	2/2	36.69	36.69	-0.00	767.12	768.61	-1.49	-1.49
words/batch-003/docx/DRX-Ascend System Course Description.docx	match	2/2	74.19	74.19	+0.00	756.01	756.00	+0.01	+0.01
words/batch-003/docx/mde087077~283.docx	match	4/4	78.53	78.53	+0.00	713.51	709.95	+3.56	+3.56
words/batch-004/doc/1447.doc	match	3/3	72.51	72.51	+0.00	699.19	699.24	-0.05	-0.05
words/batch-004/doc/07-04.doc	match	3/3	39.51	39.51	+0.00	751.44	753.19	-1.75	-1.75
words/batch-004/doc/2ca950374241722b8ea7c132dfce63ae.doc	match	3/3	57.28	57.33	-0.05	779.55	779.87	-0.33	-0.27
words/batch-004/doc/opic 5--Case Studies Movie and Aviation Industries.doc	match	5/5	72.51	72.51	+0.00	720.01	719.96	+0.05	+0.05
words/batch-004/docx/1528039320.docx	match	1/1	31.89	31.86	+0.02	793.80	793.79	+0.01	-0.02
words/batch-004/docx/461249.docx	match	5/5	72.51	72.51	+0.00	717.99	719.25	-1.26	-1.26
words/batch-004/docx/How-to-Write-an-Architecture-Document-for-a-Technology-Service.docx	match	3/3	72.01	72.01	+0.00	713.73	718.97	-5.24	-5.24
words/batch-004/docx/License App Instructions 2-22.docx	match	3/3	27.32	27.37	-0.05	742.19	742.19	+0.00	+0.05
words/batch-004/docx/PAT-047 - Architecture and Detailed Design Assessment.docx	match	4/4	40.82	41.17	-0.35	576.00	576.00	+0.00	+0.35
words/batch-004/docx/Software Architecture Document Template.docx	match	3/3	72.45	72.59	-0.14	718.13	718.69	-0.57	-0.43
words/batch-005/doc/316r_a_e.doc	match	14/14	36.45	36.45	-0.00	757.26	757.21	+0.05	+0.05
words/batch-005/doc/316r_a_f.doc	match	14/14	36.45	36.45	-0.00	769.91	769.86	+0.05	+0.05
words/batch-005/doc/RobertQ_Service.doc	match	4/4	122.85	122.91	-0.06	755.99	755.99	+0.00	+0.06
words/batch-005/doc/Theft-Restitution-Letter-Vancouver-ASC-2005.doc	match	1/1	72.51	72.51	+0.00	679.19	679.19	+0.00	+0.00
words/batch-005/doc/loi_format_letter_of_intent-a-320-214-a330.doc	match	10/10	72.34	72.35	-0.00	806.67	806.57	+0.11	+0.11
words/batch-005/docx/2024-12_Comlux_opens_Maintenance_and_Service_Center_in_Dubai.docx	match	3/3	71.99	72.34	-0.35	706.20	708.07	-1.88	-1.52
words/batch-005/docx/BID_ACKNOWLEDGEMENT_FORM_FOR_A320.docx	match	2/2	71.98	72.02	-0.04	680.24	680.28	-0.04	+0.00
words/batch-005/docx/Technical Report and Technical Update Guidelines.docx	match	4/4	72.45	72.45	+0.00	716.73	717.47	-0.74	-0.74
words/batch-005/docx/healthcare-reform-nsa-consumer-bulletin.docx	match	4/4	72.02	72.02	+0.00	742.51	742.55	-0.04	-0.04
words/batch-005/docx/part-147_approval list_20230119.docx	match	2/2	14.38	14.43	-0.05	806.41	806.45	-0.04	+0.01
words/batch-006/doc/003.doc	match	4/4	71.36	71.36	-0.00	749.84	759.04	-9.20	-9.20
words/batch-006/doc/1244277 1 Comment.doc	match	2/2	72.35	72.35	-0.00	748.37	739.31	+9.06	+9.06
words/batch-006/doc/LHD-230-application-for-the-approval-of-an-aircraftr.doc	match	2/2	17.26	19.39	-2.13	756.56	766.90	-10.34	-8.21
words/batch-006/doc/P200904290238_0238_51880.doc	match	3/3	36.51	36.51	-0.00	770.46	764.62	+5.83	+5.83
words/batch-006/docx/62599_FRANCE-BRAZIL- Air France Flight 447 crash.docx	match	18/18	71.98	72.02	-0.04	718.86	718.90	-0.04	+0.01
words/batch-006/docx/SDL_FSDO_Part91_LOA_Checklist.docx	match	2/2	13.51	13.51	+0.00	769.59	769.63	-0.04	-0.04
words/batch-006/docx/cacs-206-1751218225.docx	match	2/2	70.87	70.87	-0.00	762.88	762.87	+0.01	+0.01
words/batch-006/docx/f445896eb008d14c1746fc37d412dc22.docx	pages	15/16	71.98	72.03	-0.05	764.81	764.00	+0.81	+0.86
words/batch-006/docx/healthcare-reform-nsa-provider-bulletin.docx	match	5/5	54.39	54.14	+0.25	741.71	742.16	-0.45	-0.70
words/batch-006/docx/technical-memo-format.docx	match	5/5	72.51	72.51	+0.00	755.99	755.99	+0.00	+0.00
words/batch-007/doc/RNW167A-150428.doc	match	9/9	50.19	50.19	+0.00	734.99	724.69	+10.30	+10.30
words/batch-007/doc/Wales_Office_Quarter_4_Ministerial_Transparency_Return.DOC	match	6/6	35.43	35.48	-0.05	780.69	780.93	-0.24	-0.19
words/batch-007/doc/chapter 12.doc	match	12/12	72.51	72.51	+0.00	756.01	754.11	+1.90	+1.90
words/batch-007/doc/congregationalhistories_ky_2023.doc	match	1/1	120.88	120.93	-0.05	740.07	743.37	-3.29	-3.24
words/batch-007/docx/0c662f5c948a7d81d32ffd833c5cc59421a5f522.docx	match	1/1	142.60	107.40	+35.20	765.47	767.81	-2.34	-37.54
words/batch-007/docx/Press release_EUREKA labels ITEA 3 Cluster.docx	match	2/2	42.90	42.90	-0.00	782.07	782.06	+0.01	+0.01
words/batch-007/docx/final-technical-report-template.docx	match	6/6	35.98	36.03	-0.05	744.53	744.52	+0.01	+0.06
words/batch-007/docx/johnson_hall_service_log.pdf.docx	match	1/1	36.48	36.48	+0.00	770.37	770.36	+0.01	+0.01
words/batch-007/docx/technical-report-template.docx	match	7/7	50.39	49.65	+0.74	708.60	708.59	+0.01	-0.73
words/batch-007/docx/template-technical-report.docx	match	10/10	120.84	105.01	+15.83	717.34	711.62	+5.72	-10.11
words/batch-008/doc/1245685 1 Comment.doc	match	1/1	72.51	72.51	-0.00	627.15	627.15	-0.00	+0.00
words/batch-008/doc/2024-2nd-quarter-case-summaries.doc	match	10/10	72.51	72.51	+0.00	756.01	755.96	+0.05	+0.05
words/batch-008/doc/FlightLaws.doc	match	4/4	29.57	29.57	+0.00	637.82	709.56	-71.74	-71.74
words/batch-008/doc/PUR-0012-UTAS-GRAMS-SPA-Template-1-25-2024.doc	match	6/6	72.39	72.39	+0.00	744.51	744.50	+0.01	+0.01
words/batch-008/docx/09.docx	match	2/2	71.11	71.54	-0.43	743.11	743.15	-0.04	+0.39
words/batch-008/docx/4400-91_Proposal_To_Lease_Space_10-2024.docx	match	6/6	36.32	36.37	-0.05	755.98	756.03	-0.05	-0.00
words/batch-008/docx/ECSS-E-ST-50-16C-Annex-A(30September2021).docx	match	4/4	35.44	35.44	-0.00	806.45	806.44	+0.01	+0.01
words/batch-008/docx/FAA-2017-0628-0002_attachment_1.docx	words	4/4	36.00	34.20	+1.80	729.34	732.98	-3.64	-5.44
words/batch-008/docx/UAS-SGI_waiver_approval_request_form.docx	match	2/2	45.48	45.53	-0.05	755.96	756.00	-0.04	+0.01
words/batch-008/docx/draft-variation-notice-airbus-bm3965ia-v006-vs-comments.docx	match	9/9	62.70	62.70	-0.00	800.06	799.95	+0.11	+0.11
words/batch-009/doc/2013-op12-Annex III - Curriculum Vitae.doc	match	3/3	72.01	72.02	-0.01	759.41	756.75	+2.66	+2.67
words/batch-009/doc/237287_0486190101_0486190101_geolink2neu.doc	match	8/8	36.35	36.35	-0.00	535.87	565.36	-29.49	-29.49
words/batch-009/doc/A380MaenPressRel.doc	match	3/3	72.01	72.01	-0.00	748.11	748.15	-0.04	-0.04
words/batch-009/doc/CP-ETSO template_v2020.DOC	match	6/6	35.92	35.92	-0.00	756.96	769.02	-12.06	-12.06
words/batch-009/doc/certification-flight-standards-doc-oeb-supporting-documents-tgl-TGL26-section-5-REV10.doc	match	8/8	36.02	36.02	-0.00	806.01	805.90	+0.11	+0.11
words/batch-009/docx/Case-Study-Heathrow-Airport.docx	match	3/3	71.98	72.53	-0.55	793.01	788.57	+4.44	+4.99
words/batch-009/docx/Contract_Check_Pilot_Sample_LOA.docx	match	4/4	72.45	72.45	+0.00	755.98	755.98	+0.00	+0.00
words/batch-009/docx/Lessons-Learned-Bulletin-Dorset-version-to-IIRG-V5.docx	match	3/3	36.34	36.35	-0.00	824.30	828.84	-4.54	-4.54
words/batch-009/docx/SWDD-template.docx	match	6/6	75.48	51.25	+24.23	778.01	777.96	+0.05	-24.18
words/batch-009/docx/form_1123_application_form_rvsm_spa.docx	match	3/3	40.70	40.70	-0.00	805.06	805.05	+0.01	+0.01
words/batch-010/doc/f111.doc	match	11/11	72.35	72.35	+0.00	756.58	756.60	-0.02	-0.02
words/batch-010/doc/361400CSLegislation1RF01PUBLIC1.doc	match	35/35	36.44	36.44	+0.00	756.01	755.96	+0.05	+0.05
words/batch-010/docx/195584360.docx	match	20/20	29.29	29.29	+0.00	763.21	763.21	+0.00	+0.00
words/batch-010/docx/Checklist for TC STC ETSO data packages to FAA_TIP rev 5.docx	match	3/3	36.23	35.98	+0.25	818.35	818.34	+0.00	-0.25
words/batch-010/docx/PM-apeech-Handover-of-New-Airbus-Aircraft-for-Fiji-Airways-Dec.-15th.docx	match	5/5	54.00	54.00	-0.00	793.01	793.07	-0.06	-0.06
words/batch-010/docx/5709.16 ch.40_mgfinal.docx	pages	31/32	45.01	45.06	-0.05	719.09	719.89	-0.80	-0.75
words/batch-010/docx/te.iors.00048-002 SUP Questionnaire.docx	match	4/4	76.43	77.33	-0.90	811.85	811.29	+0.55	+1.45
words/batch-010/docx/Writing a technical report (SCE subject guide).docx	match	4/4	72.03	72.03	+0.00	712.88	700.02	+12.86	+12.86
words/batch-010/docx/technical report template.docx	match	10/10	71.98	72.00	-0.02	742.51	742.57	-0.06	-0.04
words/batch-011/doc/1528364855.doc	match	3/3	37.01	39.51	-2.50	802.85	802.84	+0.01	+2.51
words/batch-011/docx/FG-AI4NDM-TR-skeleton_template.docx	match	5/5	48.66	48.66	-0.00	813.66	813.55	+0.11	+0.11
words/batch-011/doc/135.doc	match	14/14	72.39	72.14	+0.25	840.04	813.79	+26.26	+26.01
words/batch-011/docx/eTAR_External_Web_tool_Tip_Sheet_mh.docx	match	4/4	72.01	72.01	+0.00	742.51	742.55	-0.04	-0.04
words/batch-011/docx/f2_registro_de_aprovacao_com_pbcs_EN.docx	match	2/2	21.22	21.22	-0.00	774.86	762.75	+12.11	+12.11
words/batch-011/docx/b053-19.docx	match	2/2	64.79	64.79	+0.00	683.65	669.34	+14.31	+14.31
words/batch-011/docx/part-145-approval list 2025.docx	match	7/7	0.45	0.45	-0.00	821.08	821.08	-0.00	+0.00
words/batch-011/docx/review-welsh-government-communications-mister-peter-mandelson.docx	pages	16/14	72.39	72.14	+0.25	790.42	790.40	+0.01	-0.24
words/batch-011/docx/part-145-approval list (1).docx	match	8/8	0.45	0.45	-0.00	821.08	821.08	-0.00	+0.00
words/batch-012/doc/AAC-AD-No-2021-01-Boeing-737-8-and-737-9-MAX.doc	match	20/20	35.45	35.13	+0.32	830.41	829.73	+0.68	+0.36
words/batch-011/docx/tibs_guidelines_2.docx	match	13/13	72.35	72.35	+0.00	742.20	742.20	+0.00	+0.00
words/batch-012/doc/AirbusCallouts.doc	match	24/24	35.98	36.03	-0.05	755.96	756.00	-0.04	+0.01
words/batch-012/doc/手机免提系统TSB.doc	words	2/2	27.24	28.03	-0.79	824.31	824.36	-0.05	+0.74
words/batch-012/doc/RMI_Document_Repository_Public-Reprts_GettingOffOil.doc	match	6/6	72.51	72.51	+0.00	756.04	756.04	+0.00	+0.00
words/batch-012/docx/19-06 Assistive Technology TAB Final - 508.docx	match	8/8	36.03	50.73	-14.70	771.48	770.43	+1.05	+15.75
words/batch-012/docx/Leadership Information Article.docx	match	3/3	56.68	56.73	-0.05	726.81	725.05	+1.76	+1.81
words/batch-012/docx/Company-profile-2022-EN.docx	match	5/5	108.09	105.09	+3.00	716.60	718.09	-1.49	-4.49
words/batch-012/docx/monthly-content-feeder.docx	match	18/18	71.98	72.02	-0.04	713.91	717.45	-3.54	-3.49
words/batch-012/docx/technical-architecture.docx	match	8/8	35.98	36.03	-0.05	744.51	744.50	+0.01	+0.06
words/batch-012/docx/slcc-architecture-uu-architecture.docx	match	4/4	35.98	36.02	-0.04	738.38	738.66	-0.28	-0.24
words/batch-013/docx/20110608_psp.docx	match	3/3	56.30	57.65	-1.35	813.53	813.52	+0.01	+1.36
words/batch-013/docx/AW-104D-RVSM-Aircraft-Approval-Checklist.pdf.docx	words	2/2	24.53	24.53	-0.00	831.02	831.01	+0.01	+0.01
words/batch-013/docx/A1. EASA Form 2.docx	pages,words	9/7	20.08	19.83	+0.25	841.62	798.79	+42.82	+42.58
words/batch-013/docx/b050-19.docx	match	3/3	71.99	71.99	+0.00	706.70	707.74	-1.04	-1.04
words/batch-013/docx/FO.FCTOA_.000129 Application for activities related to FSTD.docx	match	6/6	22.98	22.73	+0.25	828.29	828.29	+0.00	-0.25
words/batch-013/docx/Sol PJ14-03-04 Solution Contextual.docx	match	5/5	35.43	35.43	-0.00	753.45	755.59	-2.14	-2.14
words/batch-013/docx/template---tpr-technical-progress-report-with-guidance.docx	pages	7/8	71.98	72.02	-0.04	708.51	719.55	-11.04	-11.00
words/batch-013/docx/bulletin.docx	match	14/14	72.34	72.35	-0.00	806.43	806.42	+0.01	+0.01
words/batch-014/doc/Reid.doc	match	4/4	72.39	72.39	+0.00	716.94	707.38	+9.56	+9.56
words/batch-013/docx/easa-regulations-update-20.docx	match	22/22	35.38	35.43	-0.05	793.01	793.05	-0.04	+0.01
words/batch-014/doc/1228841571067_2009_TPPT_13__2007_TPPT_102__R-108535759.doc	pages	13/12	42.99	42.99	-0.00	799.27	799.22	+0.05	+0.05
words/batch-014/docx/Form-SM-76A-_-CAR-OPS-2A-Instruments-and-Equipment-Compliance-Statement-_-11.docx	match	3/3	60.20	57.88	+2.33	817.94	817.98	-0.04	-2.37
words/batch-014/doc/1257259179492_2007_TPPT_102_Supporting_Doc_2-434003080.doc	pages	10/9	113.91	113.91	-0.00	799.42	799.22	+0.20	+0.20
words/batch-014/doc/omrIMInterpretiveGuideLine.doc	match	2/2	63.39	63.39	+0.00	783.47	783.93	-0.46	-0.46
words/batch-014/docx/gpp-pr-top-7-office-markets-4q-2023.docx	match	4/4	48.60	48.60	-0.00	812.57	813.27	-0.69	-0.69
words/batch-014/docx/FO.FCTOA.00010 Application for a Part-ORA ATO Approval.docx	pages	15/16	21.55	21.30	+0.25	818.53	818.58	-0.04	-0.29
words/batch-014/docx/SPA-11_mcar_part-11_v2.9.docx	match	49/49	27.62	27.62	+0.00	764.41	764.40	+0.01	+0.01
words/batch-015/doc/A320SimNotes.doc	pages	40/42	36.49	36.49	+0.00	717.61	717.42	+0.19	+0.19
words/batch-014/docx/UG.CAO.00133 Foreign Part 145 approvals - Language.docx	words	18/18	29.59	30.84	-1.25	835.59	833.24	+2.35	+3.60
words/batch-014/docx/xx_SETIS_PWS_template_10.19.22.docx	words	15/15	41.36	41.36	+0.00	755.99	755.99	+0.00	+0.00
words/batch-015/docx/1_tpr_template__from_fy14_.docx	pages	9/8	62.38	62.38	-0.00	792.69	806.49	-13.80	-13.80
words/batch-015/doc/644730BRI0mna000BOX361539B00public0.doc	match	5/5	5.40	5.80	-0.40	745.66	745.65	+0.01	+0.41
words/batch-015/docx/approvals-and-standardisation-organisation-approvals-docs-part-145-annex-B-B11.-TE.CAO.00129-Foreign-Part-145-approvals---Experience--logbook.docx	words	6/6	21.31	21.31	-0.00	582.65	582.65	+0.01	+0.01
words/batch-015/docx/1603642410-MoM-CASCOM-06-2020-draft04.docx	match	9/9	42.53	42.57	-0.04	832.75	826.99	+5.75	+5.79
words/batch-015/doc/info-bulletin-601.doc	pages	5/6	99.24	98.99	+0.25	819.18	819.17	+0.01	-0.24
words/batch-015/docx/Regulations Governing the Status, Basic Rights and Duties of Officials other than Secretariat Officials, and Experts on Mission.docx	match	18/18	36.69	36.69	+0.00	730.44	740.19	-9.75	-9.75
words/batch-016/doc/150_5300_13_chg8.doc	pages	20/18	36.49	36.07	+0.42	756.06	756.20	-0.14	-0.56
words/batch-015/docx/B11. TE.CAO.00129  Experience  logbook.docx	pages,words	7/6	21.32	21.28	+0.04	596.17	591.41	+4.76	+4.72
words/batch-015/docx/hdss-bulletin-issue-285-25-june-2025.docx	match	10/10	34.30	27.83	+6.47	799.96	812.95	-12.99	-19.46
words/batch-016/doc/SFSP_2013-02_Bulletin.doc	match	4/4	36.39	36.35	+0.04	741.79	742.48	-0.69	-0.73
words/batch-015/docx/exhibit-06---technical-architecture-template.docx	match	8/8	21.59	21.59	+0.00	766.01	765.24	+0.77	+0.77
words/batch-016/doc/PK_FlugzeugeStricken.doc	match	7/7	36.02	36.02	-0.00	805.91	805.90	+0.01	+0.01
words/batch-016/docx/AFS-050-004-F2_0i.docx	match	8/8	51.15	50.85	+0.30	743.07	743.06	+0.01	-0.29
words/batch-016/doc/300502-Mecenat-Airbus-Simusante_CHU-Amiens-Picardie.doc	match	1/1	48.34	52.26	-3.91	804.92	807.21	-2.29	+1.62
words/batch-016/docx/fleetfastfacts16nov2023.docx	match	1/1	217.00	220.60	-3.60	813.01	826.76	-13.74	-10.14
words/batch-016/docx/231164_SystemDesignDocument.docx	match	28/28	31.20	31.20	+0.00	763.77	763.76	+0.01	+0.01
words/batch-016/doc/absrc-pac-01-info-note-en.doc	pages	6/7	36.07	36.07	+0.00	763.19	763.19	+0.00	+0.00
words/batch-017/docx/03_Technical_Report_(progress)_template.docx	match	10/10	123.46	123.93	-0.47	816.53	816.53	+0.01	+0.47
words/batch-016/docx/TE.CAO.00125 Foreign Part 145 approvals - OJT Logbook.docx	words	15/15	21.31	21.31	-0.00	584.14	582.29	+1.85	+1.85
words/batch-016/docx/JEMIT_Template.docx	match	4/4	42.55	41.05	+1.50	807.98	810.65	-2.67	-4.17
words/batch-017/doc/762.doc	pages	22/23	42.57	42.57	+0.00	756.06	756.01	+0.05	+0.05
words/batch-017/docx/May 25 bulletin focus on carers in the workplace.docx	words	4/4	105.49	83.64	+21.84	839.30	738.73	+100.57	+78.73
words/batch-017/doc/2013_11.doc	match	8/8	36.41	36.04	+0.38	773.89	776.29	-2.40	-2.77
words/batch-017/docx/Agile_Arc_SysDes.docx	match	20/20	15.60	19.20	-3.60	744.51	744.41	+0.10	+3.70
words/batch-017/docx/UG.CAO.00006 Foreign Part 145 approvals - User Guide for Applicants & Approval Holders.docx	pages,words	30/29	29.59	39.10	-9.52	835.59	833.24	+2.35	+11.87
words/batch-017/docx/AWR OPS-AOC 044 Statement of Compliance RVSM  Rev 04 01 Feb 2024.docx	pages,words	12/15	20.45	20.38	+0.07	805.73	805.62	+0.11	+0.04
words/batch-017/docx/PI-doc.-no.-2E-Technical-Review-Report.docx	match	12/12	109.73	107.13	+2.60	799.45	799.34	+0.11	-2.49
words/batch-017/docx/Sample_SQMS_Program.docx	match	61/61	72.06	72.06	+0.00	756.01	755.96	+0.05	+0.05
words/batch-017/docx/system_design__technical_architecture_template.docx	match	17/17	26.03	26.03	+0.00	763.29	766.93	-3.64	-3.64
words/batch-018/doc/A_320.doc	pages	141/150	36.44	36.44	+0.00	713.91	714.52	-0.61	-0.61
words/batch-018/doc/120509coss.doc	match	25/25	133.59	133.59	+0.00	685.19	689.73	-4.54	-4.54
words/batch-018/docx/Allegiant_Company_Profile_with_History.docx	match	3/3	67.35	67.35	+0.00	733.62	733.66	-0.04	-0.04
words/batch-018/docx/DOA_Template_Form_Type_Certification_Programme.docx	pages	21/20	40.20	40.21	-0.00	778.46	765.52	+12.94	+12.94
words/batch-018/docx/ESPN-R - MCF - Manual - Ed1.0 - For Publication.docx	pages	34/35	54.32	52.97	+1.35	769.86	770.28	-0.42	-1.77
words/batch-018/docx/HC-Bulletin-template.docx	match	5/5	55.98	50.13	+5.85	798.61	826.88	-28.27	-34.11
words/batch-018/docx/FRE-03_mcar_part-3_and_IS_v2.9.docx	pages	77/76	27.62	27.62	+0.00	764.41	764.40	+0.01	+0.01
words/batch-018/docx/airbus-pdf-information-package_v1-4.docx	match	9/9	57.09	57.09	-0.00	815.85	815.74	+0.11	+0.11
words/batch-018/docx/SPA-06_mcar_part-6_and_IS_v2.9.docx	match	85/85	27.62	27.62	+0.00	764.41	764.40	+0.01	+0.01
words/batch-018/docx/t_TEMPforInvProgs.docx	match	26/26	36.39	36.39	+0.00	756.01	753.95	+2.06	+2.06
words/batch-019/doc/150_5335_5a.doc	match	63/63	36.51	36.51	+0.00	755.99	755.99	+0.00	+0.00
words/batch-019/docx/02_mcar_part-2_and_IS_v2.10.docx	pages	315/312	27.62	27.62	+0.00	764.41	764.40	+0.01	+0.01
words/batch-019/docx/33004.docx	pages	48/47	42.45	40.65	+1.80	750.57	750.56	+0.01	-1.79
words/batch-019/docx/CRIF - SpÃ©cification technique - Socle applicatif.docx	pages,words	33/29	35.11	6.06	+29.05	779.00	779.66	-0.66	-29.71
words/batch-019/docx/PES-Technical-Report-Template_Jan_2019.docx	match	14/14	0.30	36.30	-36.00	758.80	771.44	-12.64	+23.36
words/batch-019/docx/24-25_FAA_Holdover_Tables.docx	pages	142/141	21.98	21.98	+0.00	770.44	770.43	+0.01	+0.01
words/batch-019/docx/report-template.docx	pages	19/20	72.51	72.51	+0.00	719.99	719.99	+0.00	+0.00
words/batch-019/docx/ESPN-R - MCF - RA - Ed1.docx	match	59/59	40.85	40.88	-0.03	762.91	764.15	-1.24	-1.21
words/batch-019/docx/SPA-02_mcar_part-2_and_IS_v2.9.docx	pages	267/266	27.62	27.62	+0.00	764.41	764.40	+0.01	+0.01
words/batch-019/docx/dragon1-enterprise-architecture-document-example-v0.1d.docx	match	13/13	35.98	36.03	-0.05	744.51	744.50	+0.01	+0.06
words/batch-020/doc/150_5300_13_chg12.doc	pages	32/33	36.49	36.49	+0.00	756.06	756.04	+0.02	+0.02
words/batch-020/docx/ABCD-WB-08-00 Weight and Balance Report - v1 08.03.16.docx	words	12/12	9.28	10.73	-1.45	839.18	818.13	+21.06	+22.51
words/batch-020/doc/150_5300_13_chg10.doc	pages,words	80/76	36.49	36.07	+0.42	756.06	756.06	+0.00	-0.42
words/batch-020/docx/ABCD-FE-01-00 Flight Envelope - v1 08.03.16.docx	pages,words	14/15	9.28	10.73	-1.45	839.18	818.13	+21.06	+22.51
words/batch-020/docx/EHEST-SMS-Safety-Management-Manual-V2.docx	pages	80/82	42.03	46.29	-4.27	820.69	820.74	-0.05	+4.22
words/batch-020/docx/150-5370-10H.docx	pages	711/721	36.44	36.44	+0.00	750.01	749.96	+0.05	+0.05
words/batch-021/docx/ABCD-SDE-23-00 - Avionic System Description - 17.02.16 - v1.docx	words	29/29	9.28	10.73	-1.45	839.18	818.14	+21.04	+22.49
words/batch-020/docx/Annex-10-to-the-Aircraft-Maintenance-Specialist-Certification-Rule-GCAA.docx	match	148/148	91.78	91.93	-0.15	705.74	705.78	-0.04	+0.11
words/batch-020/docx/OM template for non-complex NCC operators_August 2016.docx	pages	164/165	36.30	36.30	-0.00	806.46	806.45	+0.01	+0.01
words/batch-020/docx/AC-150-5370-10G-updated-201604.docx	pages	686/697	60.44	60.44	+0.00	750.01	749.96	+0.05	+0.05
words/batch-020/docx/FAA 2025-26 Holdover Tables.docx	match	154/154	21.98	21.98	+0.00	770.44	770.43	+0.01	+0.01
words/batch-021/docx/docs-quality-MA.IMS.00001-Integrated-Management-System-manual.docx	pages	43/44	29.59	30.84	-1.25	814.20	813.55	+0.66	+1.91
