slides/batch-007/pptx/PAL Block Intro 2023.pptx	A	20/20 1469/1468 match	B	20/20 1468/1468 match
slides/batch-007/pptx/REDAC HF briefing Sep 2016_LARD_ATC_TO_FE_v2.pptx	A	18/18 2132/2131 match	B	18/18 2131/2131 match
slides/batch-007/pptx/bitesize-writing-a-report.pptx	A	15/15 655/658 match	B	15/15 653/658 match
slides/batch-008/ppt/Framing Europe.ppt	A	24/24 2244/2244 match	B	24/24 2243/2244 match
slides/batch-008/ppt/71393_pp7.ppt	A	39/39 2172/2171 match	B	39/39 2171/2171 match
slides/batch-008/pptx/8_P-Pavese_AIRBUS-ATB-journee-CRATB.pptx	A	26/26 2231/2108 words	B	26/26 2228/2108 words
slides/batch-008/ppt/joint_user_outcomes_michael_fullerton_29.06.12.ppt	A	20/20 1932/1929 match	B	20/20 1929/1929 match
slides/batch-009/pptx/redac-sas-201403-ppt-portfolio-rev-sim.pptx	A	14/14 2029/2026 match	B	14/14 2028/2026 match
slides/batch-009/pptx/G-InvoicingKeithJarboe.pptx	A	13/13 1091/1090 match	B	13/13 1090/1090 match
slides/batch-011/pptx/Copy of Full deck with references Promotion of Outside Interests at Work final(1).pptx	A	33/33 3131/3132 match	B	33/33 3130/3132 match
slides/batch-010/pptx/HENTZEN_COMPOSITE_MATERIALS_IN_THE_AEROSPACE_INDUSTRY.pptx	A	12/12 328/326 match	B	12/12 326/326 match
slides/batch-012/pptx/1_Country-Updates_DRC_English.pptx	A	16/16 791/792 match	B	16/16 790/792 match
slides/batch-011/pptx/section_1_our_rights_presentation.pptx	A	30/30 4186/4183 match	B	30/30 4179/4183 match
slides/batch-012/pptx/B2B-Center-Readiness-and-Student-Retention.pptx	A	33/33 1356/1351 match	B	33/33 1354/1351 match
slides/batch-012/pptx/_1___Opatrny_Ales_United_Kingdom_business_opportunities_final.pptx	A	25/25 1661/1672 match	B	25/25 1658/1672 match
slides/batch-013/pptx/County ACHS Presentaion Webinar 8-16-16 Peg.pptx	A	26/26 1331/1330 match	B	26/26 1330/1330 match
slides/batch-014/pptx/2014BSA_Sunday_Killion.pptx	A	50/50 3678/3620 match	B	50/50 3677/3620 match
slides/batch-015/ppt/2015-Civil-Rights-Website-training.ppt	A	94/94 6146/6145 match	B	94/94 6142/6145 match
slides/batch-012/pptx/NAS-Infrastructure-Roadmaps-v16.0.pptx	A	137/137 19221/15316 words	B	137/137 19218/15316 words
slides/batch-013/ppt/gillikin_online_user_mtg_2010.ppt	A	40/40 1302/1300 match	B	40/40 1300/1300 match
slides/batch-013/pptx/SRDMG(16)024_60 GHz onboard airplanes.pptx	A	26/26 1884/1883 match	B	26/26 1883/1883 match
slides/batch-015/pptx/PRM_training.pptx	A	22/22 2187/2167 match	B	22/22 2186/2167 match
slides/batch-014/pptx/Intersil_Italy_CAN_Bus_Transceiver_Presentation_Final.pptx	A	39/39 3523/3503 match	B	39/39 3521/3503 match
slides/batch-015/pptx/schematicplaymar21.pptx	A	21/21 2109/2123 match	B	21/21 2107/2123 match
slides/batch-015/ppt/FAA_Form_337.ppt	A	67/67 5621/5707 match	B	67/67 5619/5707 match
slides/batch-015/pptx/schematicplay.pptx	A	21/21 2115/2129 match	B	21/21 2114/2129 match
slides/batch-016/pptx/16 - UTM - (NASA).pptx	A	37/37 2459/2261 words,unembedded	B	37/37 2457/2261 words,unembedded
slides/batch-016/pptx/Technical_Report_Elements[1].pptx	A	39/39 1428/1432 match	B	39/39 1427/1432 match
slides/batch-016/pptx/Reporting_responsibilities_matrix.pptx	A	268/268 57920/57873 match	B	268/268 57892/57873 match
slides/batch-016/pptx/redac-nasops-201503-RIRP-portfolio-update.pptx	A	46/46 2790/2790 match	B	46/46 2789/2790 match
slides/batch-017/pptx/Demick_JetBlue.pptx	A	10/10 728/617 words	B	10/10 726/617 words
slides/batch-016/pptx/servicedesk-plus-overviewfinal.pptx	A	66/66 1907/1906 match	B	66/66 1906/1906 match
slides/batch-017/pptx/Wildlife for REDAC September 11.pptx	A	41/41 1568/1545 match	B	41/41 1567/1545 match
words/batch-002/doc/Bull01-06-Reserve Training Standards.doc	A	6/6 1484/1483 match	B	6/6 1483/1483 match
words/batch-003/doc/DEP2008-1900.doc	A	4/4 1001/1000 match	B	4/4 1000/1000 match
slides/batch-017/pptx/RPA P4 - Advanced Material.pptx	A	20/20 1488/1499 match	B	20/20 1487/1499 match
words/batch-004/docx/461249.docx	A	5/5 1703/1700 match	B	5/5 1702/1700 match
words/batch-001/doc/FAA-2013-0422-0009_attachment_1.doc	A	7/7 1908/1907 match	B	7/7 1907/1907 match
words/batch-004/docx/PAT-047 - Architecture and Detailed Design Assessment.docx	A	4/4 1092/1091 match	B	4/4 1091/1091 match
words/batch-002/docx/CSCRS_Technical-Report-Documentation-Page-with-instructions.docx	A	2/2 722/720 match	B	2/2 720/720 match
words/batch-005/doc/316r_a_e.doc	A	14/14 4412/4400 match	B	14/14 4408/4400 match
words/batch-003/docx/2015-April-SWIM_Users_Forum-Q&A.docx	A	5/5 1705/1704 match	B	5/5 1704/1704 match
words/batch-005/docx/Technical Report and Technical Update Guidelines.docx	A	4/4 1209/1209 match	B	4/4 1208/1209 match
words/batch-004/docx/License App Instructions 2-22.docx	A	3/3 1015/1014 match	B	3/3 1014/1014 match
words/batch-007/doc/congregationalhistories_ky_2023.doc	A	1/1 253/252 match	B	1/1 252/252 match
words/batch-008/docx/09.docx	A	2/2 464/463 match	B	2/2 463/463 match
words/batch-004/docx/Software Architecture Document Template.docx	A	3/3 596/595 match	B	3/3 595/595 match
words/batch-005/doc/316r_a_f.doc	A	14/14 4600/4589 match	B	14/14 4595/4589 match
words/batch-008/docx/draft-variation-notice-airbus-bm3965ia-v006-vs-comments.docx	A	9/9 1523/1506 match	B	9/9 1517/1506 match
words/batch-006/docx/healthcare-reform-nsa-provider-bulletin.docx	A	5/5 1944/1942 match	B	5/5 1942/1942 match
words/batch-010/doc/361400CSLegislation1RF01PUBLIC1.doc	A	35/35 12616/12621 match	B	35/35 12615/12621 match
words/batch-007/docx/final-technical-report-template.docx	A	6/6 1127/1135 match	B	6/6 1125/1135 match
words/batch-010/docx/te.iors.00048-002 SUP Questionnaire.docx	A	4/4 642/636 match	B	4/4 634/636 match
words/batch-008/docx/UAS-SGI_waiver_approval_request_form.docx	A	2/2 505/504 match	B	2/2 504/504 match
words/batch-011/docx/tibs_guidelines_2.docx	A	13/13 3174/3160 match	B	13/13 3170/3160 match
words/batch-009/doc/2013-op12-Annex III - Curriculum Vitae.doc	A	3/3 345/344 match	B	3/3 344/344 match
words/batch-012/doc/AirbusCallouts.doc	A	24/24 8573/8576 match	B	24/24 8570/8576 match
words/batch-010/docx/195584360.docx	A	20/20 7952/7952 match	B	20/20 7950/7952 match
words/batch-013/docx/A1. EASA Form 2.docx	A	9/7 2091/2228 pages,words	B	9/7 2089/2228 pages,words
words/batch-011/doc/135.doc	A	14/14 5284/5270 match	B	14/14 5282/5270 match
words/batch-013/docx/easa-regulations-update-20.docx	A	22/22 2791/2789 match	B	22/22 2789/2789 match
words/batch-012/doc/AAC-AD-No-2021-01-Boeing-737-8-and-737-9-MAX.doc	A	20/20 7484/7482 match	B	20/20 7483/7482 match
words/batch-014/doc/1228841571067_2009_TPPT_13__2007_TPPT_102__R-108535759.doc	A	13/12 2812/2803 pages	B	13/12 2811/2803 pages
words/batch-012/doc/RMI_Document_Repository_Public-Reprts_GettingOffOil.doc	A	6/6 2731/2732 match	B	6/6 2731/2732 match
words/batch-013/docx/FO.FCTOA_.000129 Application for activities related to FSTD.docx	A	6/6 1707/1703 match	B	6/6 1703/1703 match
words/batch-014/docx/SPA-11_mcar_part-11_v2.9.docx	A	49/49 14029/13977 match	B	49/49 14028/13977 match
words/batch-013/docx/template---tpr-technical-progress-report-with-guidance.docx	A	7/8 1865/1862 pages	B	7/8 1863/1862 pages
words/batch-014/docx/xx_SETIS_PWS_template_10.19.22.docx	A	15/15 4416/4957 words	B	15/15 4414/4957 words
words/batch-014/doc/1257259179492_2007_TPPT_102_Supporting_Doc_2-434003080.doc	A	10/9 2160/2162 pages	B	10/9 2159/2162 pages
words/batch-015/docx/hdss-bulletin-issue-285-25-june-2025.docx	A	10/10 3599/3537 match	B	10/10 3596/3537 match
words/batch-014/docx/UG.CAO.00133 Foreign Part 145 approvals - Language.docx	A	18/18 3945/3700 words	B	18/18 3944/3700 words
words/batch-016/doc/absrc-pac-01-info-note-en.doc	A	6/7 1320/1322 pages	B	6/7 1319/1322 pages
words/batch-015/doc/A320SimNotes.doc	A	40/42 13951/14025 pages	B	40/42 13950/14025 pages
words/batch-016/docx/JEMIT_Template.docx	A	4/4 1692/1684 match	B	4/4 1691/1684 match
words/batch-016/doc/SFSP_2013-02_Bulletin.doc	A	4/4 948/953 match	B	4/4 945/953 match
words/batch-017/docx/Agile_Arc_SysDes.docx	A	20/20 5722/5752 match	B	20/20 5719/5752 match
words/batch-016/docx/231164_SystemDesignDocument.docx	A	28/28 6646/6643 match	B	28/28 6642/6643 match
words/batch-017/docx/Sample_SQMS_Program.docx	A	61/61 16166/16041 match	B	61/61 16163/16041 match
words/batch-017/doc/762.doc	A	22/23 4142/4142 pages	B	22/23 4140/4142 pages
words/batch-017/docx/system_design__technical_architecture_template.docx	A	17/17 1745/1769 match	B	17/17 1743/1769 match
words/batch-017/docx/PI-doc.-no.-2E-Technical-Review-Report.docx	A	12/12 1827/1851 match	B	12/12 1826/1851 match
words/batch-017/docx/UG.CAO.00006 Foreign Part 145 approvals - User Guide for Applicants & Approval Holders.docx	A	30/29 8128/7458 pages,words	B	30/29 8124/7458 pages,words
words/batch-018/docx/ESPN-R - MCF - Manual - Ed1.0 - For Publication.docx	A	34/35 9531/9508 pages	B	34/35 9529/9508 pages
words/batch-018/doc/A_320.doc	A	141/150 19169/19216 pages	B	141/150 19161/19216 pages
words/batch-018/docx/SPA-06_mcar_part-6_and_IS_v2.9.docx	A	85/85 27404/27439 match	B	85/85 27402/27439 match
words/batch-018/docx/FRE-03_mcar_part-3_and_IS_v2.9.docx	A	77/76 25150/25090 pages	B	77/76 25149/25090 pages
words/batch-018/docx/t_TEMPforInvProgs.docx	A	26/26 4996/5078 match	B	26/26 4991/5078 match
words/batch-018/docx/airbus-pdf-information-package_v1-4.docx	A	9/9 1304/1329 match	B	9/9 1303/1329 match
words/batch-019/doc/150_5335_5a.doc	A	63/63 19193/19195 match	B	63/63 19191/19195 match
words/batch-019/docx/02_mcar_part-2_and_IS_v2.10.docx	A	315/312 80690/80538 pages	B	315/312 80683/80538 pages
words/batch-019/docx/CRIF - Sp̩cification technique - Socle applicatif.docx	A	33/29 6381/6807 pages,words	B	33/29 6379/6807 pages,words
words/batch-019/docx/PES-Technical-Report-Template_Jan_2019.docx	A	14/14 2685/2679 match	B	14/14 2681/2679 match
words/batch-019/docx/report-template.docx	A	19/20 2990/3026 pages	B	19/20 2981/3026 pages
words/batch-019/docx/24-25_FAA_Holdover_Tables.docx	A	142/141 70716/70663 pages	B	142/141 70711/70663 pages
words/batch-020/doc/150_5300_13_chg12.doc	A	32/33 12763/12750 pages	B	32/33 12757/12750 pages
words/batch-019/docx/ESPN-R - MCF - RA - Ed1.docx	A	59/59 12240/12269 match	B	59/59 12238/12269 match
words/batch-019/docx/SPA-02_mcar_part-2_and_IS_v2.9.docx	A	267/266 95035/94869 pages	B	267/266 95032/94869 pages
words/batch-020/docx/AC-150-5370-10G-updated-201604.docx	A	687/697 285011/284925 pages	B	687/697 284985/284925 pages
words/batch-020/doc/150_5300_13_chg10.doc	A	80/76 24161/23456 pages,words	B	80/76 24155/23456 pages,words
words/batch-020/docx/FAA 2025-26 Holdover Tables.docx	A	154/154 78966/78905 match	B	154/154 78962/78905 match
words/batch-021/docx/ABCD-SDE-23-00 - Avionic System Description - 17.02.16 - v1.docx	A	29/29 8823/8457 words	B	29/29 8822/8457 words
words/batch-020/docx/150-5370-10H.docx	A	712/721 298451/298259 pages	B	712/721 298417/298259 pages
words/batch-020/docx/Annex-10-to-the-Aircraft-Maintenance-Specialist-Certification-Rule-GCAA.docx	A	148/148 35267/35191 match	B	148/148 35191/35191 match
words/batch-020/docx/OM template for non-complex NCC operators_August 2016.docx	A	164/165 51562/51986 pages	B	164/165 51556/51986 pages
words/batch-021/docx/docs-quality-MA.IMS.00001-Integrated-Management-System-manual.docx	A	43/44 12176/12397 pages	B	43/44 12174/12397 pages
