reg	132	width=11736	5000:3@4955	5400:3@5343	5800:3@5746	6000:2@5955	6200:2@6149	6400:2@6343	6600:2@6552	6800:2@6746	7000:2@6955	7200:2@7149
reg	73	width=6237	5000:2@4955	5400:2@5343	5800:2@5746	6000:2@5955	6200:2@6149	6400:1@6343	6600:1@6552	6800:1@6746	7000:1@6955	7200:1@7149
reg	105	width=9218	5000:3@4955	5400:2@5343	5800:2@5746	6000:2@5955	6200:2@6149	6400:2@6343	6600:2@6552	6800:2@6746	7000:2@6955	7200:2@7149
bold	64	width=5954	5000:2@4955	5400:2@5343	5800:2@5746	6000:1@5955	6200:1@6149	6400:1@6343	6600:1@6552	6800:1@6746	7000:1@6955	7200:1@7149
bold	114	width=10778	5000:3@4955	5400:3@5343	5800:3@5746	6000:2@5955	6200:2@6149	6400:2@6343	6600:2@6552	6800:2@6746	7000:2@6955	7200:2@7149
reg	32	width=3699	5000:1@4955	5400:1@5343	5800:1@5746	6000:1@5955	6200:1@6149	6400:1@6343	6600:1@6552	6800:1@6746	7000:1@6955	7200:1@7149
reg	33	width=3814	5000:1@4955	5400:1@5343	5800:1@5746	6000:1@5955	6200:1@6149	6400:1@6343	6600:1@6552	6800:1@6746	7000:1@6955	7200:1@7149
