W3600	0	567	opt
W3600	1	567	opt
W3600	2	567	opt
W3600	3	567	opt
W3600	4	567	opt
W3600	5	567	opt
W3600	6	298	opt
W3600	7	835	opt
W3650	0	567	opt
W3650	1	567	opt
W3650	2	567	opt
W3650	3	567	opt
W3650	4	567	opt
W3650	5	567	opt
W3650	6	298	opt
W3650	7	835	opt
W3700	0	567	opt
W3700	1	567	opt
W3700	2	567	opt
W3700	3	567	opt
W3700	4	567	opt
W3700	5	567	opt
W3700	6	298	opt
W3700	7	835	opt
W3750	0	567	opt
W3750	1	567	opt
W3750	2	567	opt
W3750	3	567	opt
W3750	4	567	opt
W3750	5	567	opt
W3750	6	298	opt
W3750	7	835	opt
W3800	0	567	opt
W3800	1	567	opt
W3800	2	567	opt
W3800	3	567	opt
W3800	4	567	opt
W3800	5	567	opt
W3800	6	298	opt
W3800	7	835	opt
W3850	0	567	opt
W3850	1	567	opt
W3850	2	567	opt
W3850	3	567	opt
W3850	4	567	opt
W3850	5	567	opt
W3850	6	298	opt
W3850	7	835	opt
W3900	0	567	opt
W3900	1	567	opt
W3900	2	567	opt
W3900	3	567	opt
W3900	4	567	opt
W3900	5	567	opt
W3900	6	298	opt
W3900	7	835	opt
W3950	0	567	opt
W3950	1	567	opt
W3950	2	567	opt
W3950	3	567	opt
W3950	4	567	opt
W3950	5	567	opt
W3950	6	298	opt
W3950	7	835	opt
W4000	0	567	opt
W4000	1	567	opt
W4000	2	567	opt
W4000	3	567	opt
W4000	4	567	opt
W4000	5	567	opt
W4000	6	298	opt
W4000	7	835	opt
W4050	0	567	opt
W4050	1	567	opt
W4050	2	567	opt
W4050	3	567	opt
W4050	4	567	opt
W4050	5	567	opt
W4050	6	298	opt
W4050	7	835	opt
W4100	0	567	opt
W4100	1	567	opt
W4100	2	567	opt
W4100	3	567	opt
W4100	4	567	opt
W4100	5	567	opt
W4100	6	298	opt
W4100	7	835	opt
W4150	0	567	opt
W4150	1	567	opt
W4150	2	567	opt
W4150	3	567	opt
W4150	4	567	opt
W4150	5	567	opt
W4150	6	298	opt
W4150	7	835	opt
W4200	0	567	opt
W4200	1	298	opt
W4200	2	567	opt
W4200	3	567	opt
W4200	4	567	opt
W4200	5	567	opt
W4200	6	298	opt
W4200	7	835	opt
W4250	0	567	opt
W4250	1	298	opt
W4250	2	567	opt
W4250	3	567	opt
W4250	4	567	opt
W4250	5	567	opt
W4250	6	298	opt
W4250	7	567	opt
W4300	0	567	opt
W4300	1	298	opt
W4300	2	567	opt
W4300	3	567	opt
W4300	4	567	opt
W4300	5	567	opt
W4300	6	298	opt
W4300	7	567	opt
W4350	0	567	opt
W4350	1	298	opt
W4350	2	567	opt
W4350	3	567	opt
W4350	4	567	opt
W4350	5	567	opt
W4350	6	298	opt
W4350	7	567	opt
W4400	0	567	opt
W4400	1	298	opt
W4400	2	298	opt
W4400	3	567	opt
W4400	4	567	opt
W4400	5	567	opt
W4400	6	298	opt
W4400	7	567	opt
W4450	0	298	opt
