W3600	0	597	opt
W3600	1	597	opt
W3600	2	597	opt
W3600	3	597	opt
W3600	4	597	opt
W3600	5	597	opt
W3600	6	313	opt
W3600	7	880	opt
W3650	0	597	opt
W3650	1	597	opt
W3650	2	597	opt
W3650	3	597	opt
W3650	4	597	opt
W3650	5	597	opt
W3650	6	313	opt
W3650	7	880	opt
W3700	0	597	opt
W3700	1	597	opt
W3700	2	597	opt
W3700	3	597	opt
W3700	4	597	opt
W3700	5	597	opt
W3700	6	313	opt
W3700	7	880	opt
W3750	0	597	opt
W3750	1	597	opt
W3750	2	597	opt
W3750	3	597	opt
W3750	4	597	opt
W3750	5	597	opt
W3750	6	313	opt
W3750	7	880	opt
W3800	0	597	opt
W3800	1	597	opt
W3800	2	597	opt
W3800	3	597	opt
W3800	4	597	opt
W3800	5	597	opt
W3800	6	313	opt
W3800	7	880	opt
W3850	0	597	opt
W3850	1	597	opt
W3850	2	597	opt
W3850	3	597	opt
W3850	4	597	opt
W3850	5	597	opt
W3850	6	313	opt
W3850	7	880	opt
W3900	0	597	opt
W3900	1	597	opt
W3900	2	597	opt
W3900	3	597	opt
W3900	4	597	opt
W3900	5	597	opt
W3900	6	313	opt
W3900	7	880	opt
W3950	0	597	opt
W3950	1	597	opt
W3950	2	597	opt
W3950	3	597	opt
W3950	4	597	opt
W3950	5	597	opt
W3950	6	313	opt
W3950	7	880	opt
W4000	0	597	opt
W4000	1	597	opt
W4000	2	597	opt
W4000	3	597	opt
W4000	4	597	opt
W4000	5	597	opt
W4000	6	313	opt
W4000	7	880	opt
W4050	0	597	opt
W4050	1	597	opt
W4050	2	597	opt
W4050	3	597	opt
W4050	4	597	opt
W4050	5	597	opt
W4050	6	313	opt
W4050	7	880	opt
W4100	0	597	opt
W4100	1	597	opt
W4100	2	597	opt
W4100	3	597	opt
W4100	4	597	opt
W4100	5	597	opt
W4100	6	313	opt
W4100	7	880	opt
W4150	0	597	opt
W4150	1	597	opt
W4150	2	597	opt
W4150	3	597	opt
W4150	4	597	opt
W4150	5	597	opt
W4150	6	313	opt
W4150	7	880	opt
W4200	0	597	opt
W4200	1	597	opt
W4200	2	597	opt
W4200	3	597	opt
