W3600	0	1	597.0	true
W3600	1	1	597.0	true
W3600	2	1	597.0	true
W3600	3	1	597.0	true
W3600	4	1	597.0	true
W3600	5	1	597.0	true
W3600	6	1	312.9	true
W3600	7	1	879.8	true
W3650	0	1	597.0	true
W3650	1	1	597.0	true
W3650	2	1	597.0	true
W3650	3	1	597.0	true
W3650	4	1	597.0	true
W3650	5	1	597.0	true
W3650	6	1	312.9	true
W3650	7	1	879.8	true
W3700	0	1	597.0	true
W3700	1	1	597.0	true
W3700	2	1	597.0	true
W3700	3	1	597.0	true
W3700	4	1	597.0	true
W3700	5	1	597.0	true
W3700	6	1	312.9	true
W3700	7	1	879.8	true
W3750	0	1	597.0	true
W3750	1	1	597.0	true
W3750	2	1	597.0	true
W3750	3	1	597.0	true
W3750	4	1	597.0	true
W3750	5	1	597.0	true
W3750	6	1	312.9	true
W3750	7	1	879.8	true
W3800	0	1	597.0	true
W3800	1	1	597.0	true
W3800	2	1	597.0	true
W3800	3	1	597.0	true
W3800	4	1	597.0	true
W3800	5	1	597.0	true
W3800	6	1	312.9	true
W3800	7	1	879.8	true
W3850	0	1	597.0	true
W3850	1	1	597.0	true
W3850	2	1	597.0	true
W3850	3	1	597.0	true
W3850	4	1	597.0	true
W3850	5	1	597.0	true
W3850	6	1	312.9	true
W3850	7	1	879.8	true
W3900	0	1	597.0	true
W3900	1	1	597.0	true
W3900	2	1	597.0	true
W3900	3	1	597.0	true
W3900	4	1	597.0	true
W3900	5	1	597.0	true
W3900	6	1	312.9	true
W3900	7	1	879.8	true
W3950	0	1	597.0	true
W3950	1	1	597.0	true
W3950	2	1	597.0	true
W3950	3	1	597.0	true
W3950	4	1	597.0	true
W3950	5	1	597.0	true
W3950	6	1	312.9	true
W3950	7	1	879.8	true
W4000	0	1	597.0	true
W4000	1	1	597.0	true
W4000	2	1	597.0	true
W4000	3	1	597.0	true
W4000	4	1	597.0	true
W4000	5	1	597.0	true
W4000	6	1	312.9	true
W4000	7	1	879.8	true
