W5000	0	1	835.1	true
W5000	1	1	566.9	true
W5000	2	1	835.1	true
W5000	3	1	566.9	true
W5000	4	1	835.1	true
W5000	5	1	298.2	true
W5000	6	1	298.2	true
W5400	0	1	835.1	true
W5400	1	1	566.9	true
W5400	2	1	566.9	true
W5400	3	1	566.9	true
W5400	4	1	835.1	true
W5400	5	1	298.2	true
W5400	6	1	298.2	true
W5800	0	1	835.1	true
W5800	1	1	566.9	true
W5800	2	1	566.9	true
W5800	3	1	566.9	true
W5800	4	1	835.1	true
W5800	5	1	298.2	true
W5800	6	1	298.2	true
W6000	0	1	835.1	true
W6000	1	1	566.9	true
W6000	2	1	566.9	true
W6000	3	1	566.9	true
W6000	4	1	835.1	true
W6000	5	1	298.2	true
W6000	6	1	298.2	true
W6200	0	1	835.1	true
W6200	1	1	566.9	true
W6200	2	1	566.9	true
W6200	3	1	566.9	true
W6200	4	1	566.9	true
W6200	5	1	298.2	true
W6200	6	1	298.2	true
W6400	0	1	566.9	true
W6400	1	1	566.9	true
W6400	2	1	566.9	true
W6400	3	1	298.2	true
W6400	4	1	566.9	true
W6400	5	1	298.2	true
W6400	6	1	298.2	true
W6600	0	1	566.9	true
W6600	1	1	566.9	true
W6600	2	1	566.9	true
W6600	3	1	298.2	true
W6600	4	1	566.9	true
W6600	5	1	298.2	true
W6600	6	1	298.2	true
W6800	0	1	566.9	true
W6800	1	1	298.2	true
W6800	2	1	566.9	true
W6800	3	1	298.2	true
W6800	4	1	566.9	true
W6800	5	1	298.2	true
W6800	6	1	298.2	true
W7000	0	1	566.9	true
W7000	1	1	298.2	true
W7000	2	1	566.9	true
W7000	3	1	298.2	true
W7000	4	1	566.9	true
W7000	5	1	298.2	true
W7000	6	1	298.2	true
W7200	0	1	566.9	true
W7200	1	1	298.2	true
W7200	2	1	566.9	true
W7200	3	1	298.2	true
W7200	4	1	566.9	true
W7200	5	1	298.2	true
W7200	6	1	298.2	true
W7400	0	1	566.9	true
W7400	1	1	298.2	true
W7400	2	1	566.9	true
W7400	3	1	298.2	true
W7400	4	1	566.9	true
W7400	5	1	298.2	true
W7400	6	1	298.2	true
W7600	0	1	566.9	true
W7600	1	1	298.2	true
W7600	2	1	566.9	true
W7600	3	1	298.2	true
W7600	4	1	566.9	true
W7600	5	1	298.2	true
W7600	6	1	298.2	true
W7800	0	1	566.9	true
W7800	1	1	298.2	true
W7800	2	1	566.9	true
W7800	3	1	298.2	true
W7800	4	1	566.9	true
W7800	5	1	298.2	true
W7800	6	1	298.2	true
W8000	0	1	566.9	true
W8000	1	1	298.2	true
W8000	2	1	566.9	true
W8000	3	1	298.2	true
W8000	4	1	566.9	true
W8000	5	1	298.2	true
W8000	6	1	298.2	true
W8400	0	1	566.9	true
W8400	1	1	298.2	true
W8400	2	1	566.9	true
W8400	3	1	298.2	true
W8400	4	1	566.9	true
W8400	5	1	298.2	true
W8400	6	1	298.2	true
W8800	0	1	566.9	true
W8800	1	1	298.2	true
W8800	2	1	566.9	true
W8800	3	1	298.2	true
W8800	4	1	566.9	true
W8800	5	1	298.2	true
W8800	6	1	298.2	true
