reg	42	width=4036	4150:1@4104	4200:1@4149
reg	42	width=3780	4150:1@4104	4200:1@4149
reg	42	width=3980	4150:1@4104	4200:1@4149
reg	42	width=4380	4150:2@4104	4200:2@4149
reg	42	width=4672	4150:2@4104	4200:2@4149
reg	42	width=4672	4150:2@4104	4200:2@4149
reg	42	width=1866	4150:1@4104	4200:1@4149
reg	42	width=6997	4150:2@4104	4200:2@4149
