reg	42	width=4144	4200:1@4149	4250:1@4194	4400:1@4343	4450:1@4402	4650:1@4597	5200:1@5149
reg	42	width=3892	4200:1@4149	4250:1@4194	4400:1@4343	4450:1@4402	4650:1@4597	5200:1@5149
reg	42	width=4094	4200:1@4149	4250:1@4194	4400:1@4343	4450:1@4402	4650:1@4597	5200:1@5149
reg	42	width=4344	4200:2@4149	4250:2@4194	4400:2@4343	4450:1@4402	4650:1@4597	5200:1@5149
reg	42	width=4855	4200:2@4149	4250:2@4194	4400:2@4343	4450:2@4402	4650:2@4597	5200:1@5149
reg	42	width=4873	4200:2@4149	4250:2@4194	4400:2@4343	4450:2@4402	4650:2@4597	5200:1@5149
reg	42	width=2121	4200:1@4149	4250:1@4194	4400:1@4343	4450:1@4402	4650:1@4597	5200:1@5149
reg	42	width=7900	4200:2@4149	4250:2@4194	4400:2@4343	4450:2@4402	4650:2@4597	5200:2@5149
