W3600	0	477	opt
W3600	1	257	opt
W3600	2	477	opt
W3600	3	477	opt
W3600	4	477	opt
W3600	5	477	opt
W3600	6	257	opt
W3600	7	701	opt
W3650	0	477	opt
W3650	1	257	opt
W3650	2	477	opt
W3650	3	477	opt
W3650	4	477	opt
W3650	5	477	opt
W3650	6	257	opt
W3650	7	701	opt
W3700	0	477	opt
W3700	1	257	opt
W3700	2	477	opt
W3700	3	477	opt
W3700	4	477	opt
W3700	5	477	opt
W3700	6	257	opt
W3700	7	477	opt
W3750	0	477	opt
W3750	1	257	opt
W3750	2	477	opt
W3750	3	477	opt
W3750	4	477	opt
W3750	5	477	opt
W3750	6	257	opt
W3750	7	477	opt
W3800	0	477	opt
W3800	1	257	opt
W3800	2	257	opt
W3800	3	477	opt
W3800	4	477	opt
W3800	5	477	opt
W3800	6	257	opt
W3800	7	477	opt
W3850	0	257	opt
W3850	1	257	opt
W3850	2	257	opt
W3850	3	477	opt
W3850	4	477	opt
W3850	5	477	opt
W3850	6	257	opt
W3850	7	477	opt
W3900	0	257	opt
W3900	1	257	opt
W3900	2	257	opt
W3900	3	477	opt
W3900	4	477	opt
W3900	5	477	opt
W3900	6	257	opt
W3900	7	477	opt
W3950	0	257	opt
W3950	1	257	opt
W3950	2	257	opt
W3950	3	477	opt
W3950	4	477	opt
W3950	5	477	opt
W3950	6	257	opt
W3950	7	477	opt
W4000	0	257	opt
W4000	1	257	opt
W4000	2	257	opt
W4000	3	477	opt
W4000	4	477	opt
W4000	5	477	opt
W4000	6	257	opt
W4000	7	477	opt
W4050	0	257	opt
W4050	1	257	opt
W4050	2	257	opt
W4050	3	257	opt
W4050	4	477	opt
W4050	5	477	opt
W4050	6	257	opt
W4050	7	477	opt
W4100	0	257	opt
W4100	1	257	opt
W4100	2	257	opt
W4100	3	257	opt
W4100	4	477	opt
W4100	5	477	opt
W4100	6	257	opt
W4100	7	477	opt
W4150	0	257	opt
W4150	1	257	opt
W4150	2	257	opt
W4150	3	257	opt
W4150	4	477	opt
W4150	5	477	opt
W4150	6	257	opt
W4150	7	477	opt
W4200	0	257	opt
W4200	1	257	opt
W4200	2	257	opt
W4200	3	257	opt
W4200	4	477	opt
W4200	5	477	opt
W4200	6	257	opt
W4200	7	477	opt
W4250	0	257	opt
W4250	1	257	opt
W4250	2	257	opt
W4250	3	257	opt
W4250	4	477	opt
W4250	5	477	opt
W4250	6	257	opt
W4250	7	477	opt
W4300	0	257	opt
W4300	1	257	opt
W4300	2	257	opt
W4300	3	257	opt
W4300	4	477	opt
W4300	5	477	opt
W4300	6	257	opt
W4300	7	477	opt
W4350	0	257	opt
W4350	1	257	opt
W4350	2	257	opt
W4350	3	257	opt
W4350	4	477	opt
W4350	5	477	opt
