W4350	6	257	opt
W4350	7	477	opt
W4400	0	257	opt
W4400	1	257	opt
W4400	2	257	opt
W4400	3	257	opt
W4400	4	477	opt
W4400	5	477	opt
W4400	6	257	opt
W4400	7	477	opt
W4450	0	257	opt
W4450	1	257	opt
W4450	2	257	opt
W4450	3	257	opt
W4450	4	477	opt
W4450	5	477	opt
W4450	6	257	opt
W4450	7	477	opt
W4500	0	257	opt
W4500	1	257	opt
W4500	2	257	opt
W4500	3	257	opt
W4500	4	257	opt
W4500	5	257	opt
W4500	6	257	opt
W4500	7	477	opt
W4550	0	257	opt
W4550	1	257	opt
W4550	2	257	opt
W4550	3	257	opt
W4550	4	257	opt
W4550	5	257	opt
W4550	6	257	opt
W4550	7	477	opt
W4600	0	257	opt
W4600	1	257	opt
W4600	2	257	opt
W4600	3	257	opt
W4600	4	257	opt
W4600	5	257	opt
W4600	6	257	opt
W4600	7	477	opt
W4650	0	257	opt
W4650	1	257	opt
W4650	2	257	opt
W4650	3	257	opt
W4650	4	257	opt
W4650	5	257	opt
W4650	6	257	opt
W4650	7	477	opt
W4700	0	257	opt
W4700	1	257	opt
W4700	2	257	opt
W4700	3	257	opt
W4700	4	257	opt
W4700	5	257	opt
W4700	6	257	opt
W4700	7	477	opt
W4750	0	257	opt
W4750	1	257	opt
W4750	2	257	opt
W4750	3	257	opt
W4750	4	257	opt
W4750	5	257	opt
W4750	6	257	opt
W4750	7	477	opt
W4800	0	257	opt
W4800	1	257	opt
W4800	2	257	opt
W4800	3	257	opt
W4800	4	257	opt
W4800	5	257	opt
W4800	6	257	opt
W4800	7	477	opt
W4850	0	257	opt
W4850	1	257	opt
W4850	2	257	opt
W4850	3	257	opt
W4850	4	257	opt
W4850	5	257	opt
W4850	6	257	opt
W4850	7	477	opt
W4900	0	257	opt
W4900	1	257	opt
W4900	2	257	opt
W4900	3	257	opt
W4900	4	257	opt
W4900	5	257	opt
W4900	6	257	opt
W4900	7	477	opt
W4950	0	257	opt
W4950	1	257	opt
W4950	2	257	opt
W4950	3	257	opt
W4950	4	257	opt
W4950	5	257	opt
W4950	6	257	opt
W4950	7	477	opt
W5000	0	257	opt
W5000	1	257	opt
W5000	2	257	opt
W5000	3	257	opt
W5000	4	257	opt
W5000	5	257	opt
W5000	6	257	opt
W5000	7	477	opt
W5050	0	257	opt
W5050	1	257	opt
W5050	2	257	opt
W5050	3	257	opt
W5050	4	257	opt
W5050	5	257	opt
W5050	6	257	opt
W5050	7	477	opt
W5100	0	257	opt
W5100	1	257	opt
W5100	2	257	opt
W5100	3	257	opt
W5100	4	257	opt
W5100	5	257	opt
W5100	6	257	opt
W5100	7	477	opt
W5150	0	257	opt
W5150	1	257	opt
W5150	2	257	opt
W5150	3	257	opt
W5150	4	257	opt
W5150	5	257	opt
W5150	6	257	opt
W5150	7	477	opt
W5200	0	257	opt
W5200	1	257	opt
W5200	2	257	opt
W5200	3	257	opt
W5200	4	257	opt
W5200	5	257	opt
W5200	6	257	opt
W5200	7	477	opt
W5250	0	257	opt
W5250	1	257	opt
W5250	2	257	opt
W5250	3	257	opt
W5250	4	257	opt
W5250	5	257	opt
W5250	6	257	opt
W5250	7	477	opt
W5300	0	257	opt
W5300	1	257	opt
W5300	2	257	opt
W5300	3	257	opt
W5300	4	257	opt
W5300	5	257	opt
W5300	6	257	opt
W5300	7	477	opt
W5350	0	257	opt
W5350	1	257	opt
W5350	2	257	opt
W5350	3	257	opt
W5350	4	257	opt
W5350	5	257	opt
W5350	6	257	opt
W5350	7	477	opt
W5400	0	257	opt
W5400	1	257	opt
W5400	2	257	opt
W5400	3	257	opt
W5400	4	257	opt
W5400	5	257	opt
W5400	6	257	opt
W5400	7	477	opt
W5450	0	257	opt
W5450	1	257	opt
W5450	2	257	opt
W5450	3	257	opt
W5450	4	257	opt
W5450	5	257	opt
W5450	6	257	opt
W5450	7	477	opt
W5500	0	257	opt
W5500	1	257	opt
W5500	2	257	opt
W5500	3	257	opt
W5500	4	257	opt
W5500	5	257	opt
W5500	6	257	opt
W5500	7	477	opt
W5550	0	257	opt
W5550	1	257	opt
W5550	2	257	opt
W5550	3	257	opt
W5550	4	257	opt
W5550	5	257	opt
W5550	6	257	opt
W5550	7	477	opt
W5600	0	257	opt
W5600	1	257	opt
W5600	2	257	opt
W5600	3	257	opt
W5600	4	257	opt
W5600	5	257	opt
W5600	6	257	opt
W5600	7	477	opt
W5650	0	257	opt
W5650	1	257	opt
W5650	2	257	opt
W5650	3	257	opt
W5650	4	257	opt
W5650	5	257	opt
W5650	6	257	opt
W5650	7	477	opt
W5700	0	257	opt
W5700	1	257	opt
W5700	2	257	opt
W5700	3	257	opt
W5700	4	257	opt
W5700	5	257	opt
W5700	6	257	opt
W5700	7	477	opt
W5750	0	257	opt
W5750	1	257	opt
W5750	2	257	opt
W5750	3	257	opt
W5750	4	257	opt
W5750	5	257	opt
W5750	6	257	opt
W5750	7	477	opt
W5800	0	257	opt
W5800	1	257	opt
W5800	2	257	opt
W5800	3	257	opt
W5800	4	257	opt
W5800	5	257	opt
W5800	6	257	opt
W5800	7	477	opt
W5850	0	257	opt
W5850	1	257	opt
W5850	2	257	opt
W5850	3	257	opt
W5850	4	257	opt
W5850	5	257	opt
W5850	6	257	opt
W5850	7	477	opt
W5900	0	257	opt
W5900	1	257	opt
W5900	2	257	opt
W5900	3	257	opt
W5900	4	257	opt
W5900	5	257	opt
W5900	6	257	opt
W5900	7	477	opt
W5950	0	257	opt
W5950	1	257	opt
W5950	2	257	opt
W5950	3	257	opt
W5950	4	257	opt
W5950	5	257	opt
W5950	6	257	opt
W5950	7	477	opt
W6000	0	257	opt
W6000	1	257	opt
W6000	2	257	opt
W6000	3	257	opt
W6000	4	257	opt
W6000	5	257	opt
W6000	6	257	opt
W6000	7	477	opt
W6050	0	257	opt
W6050	1	257	opt
W6050	2	257	opt
W6050	3	257	opt
W6050	4	257	opt
W6050	5	257	opt
W6050	6	257	opt
W6050	7	477	opt
W6100	0	257	opt
W6100	1	257	opt
W6100	2	257	opt
W6100	3	257	opt
W6100	4	257	opt
W6100	5	257	opt
W6100	6	257	opt
W6100	7	477	opt
W6150	0	257	opt
W6150	1	257	opt
W6150	2	257	opt
W6150	3	257	opt
W6150	4	257	opt
W6150	5	257	opt
W6150	6	257	opt
W6150	7	477	opt
